id,day,month,year,source_database,source_database_encoded,attack_description,industry_type,industry_type_group,industry_type_group_encoded,subcategory,subcategory_group,subcategory_group_encoded,attack_details,ti_safe_score,impact,link_at_the_internet,Africa,Asia,Australia,Europe,North America,South America
640,10,2,2020,TI Safe,4,Financial Institutions Target New Type of Backdoor,Banking and finance,Financial,5,Financial Services,Financial,13,"Cyber security researchers at FireEye are tracking a hacker campaign using a new type of backdoor, dubbed ""Minebridge"" by them, that primarily targets financial institutions in the United States this year.",0.0,Data leakage,cisoadvisor.com.br,1,1,1,1,1,1
639,10,2,2020,CIRWA,0,City of Garrison,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cbs19.tv,0,0,0,0,1,0
638,9,2,2020,TI Safe,4,"University paid €197,000 for system ransomware",Education and Research,Public,9,Education and Research,Education and Research,9,"Maastricht University in the Netherlands confirmed last week the payment of €197,000 in the form of 30 bitcoins to the hackers who broke into its systems late last year, paralyzing all its Internet traffic. ",4.0,Encrypted servers and financial loss due to ransom payment,cisoadvisor.com.br,0,0,0,1,0,0
637,8,2,2020,CIRWA,0,Redcar and Cleveland Council,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,computing.co.uk,0,0,0,1,0,0
636,8,2,2020,CIRWA,0,north-east England council,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,theguardian.com,0,0,0,1,0,0
635,6,2,2020,CIRWA,0,Rockdale County Water Resources,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,ajc.com,0,0,0,0,1,0
634,1,2,2020,CIRWA,0,Affordacare Urgent Care Clinics,Transportation,Transport,11,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,databreaches.net,0,0,0,0,1,0
633,1,2,2020,CIRWA,0,Affordacare Urgent Care Clinic,Financial,Financial,5,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,securityboulevard.com,0,0,0,0,1,0
632,1,2,2020,CIRWA,0,Port Lavaca City Hall,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cisomag.com,0,0,0,0,1,0
631,1,2,2020,CIRWA,0,North Miami Beach Police Department,Water and Wastewater,Infrastructure,7,Emergency Services,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cisomag.com,0,0,0,0,1,0
630,1,2,2020,CIRWA,0,Visser Precision,Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,defenseone.com,0,0,0,0,1,0
629,1,2,2020,CIRWA,0,CU Collections,Communication and telecommunications,Technology,10,Commercial Facilities,Commercial and public,5,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cutoday.info,0,0,0,0,1,0
628,31,1,2020,CIRWA,0,Toll Group,Transport sector and,Transport,11,Transportation Systems,Transport,25,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,bleepingcomputer.com,0,0,1,0,0,0
627,31,1,2020,CIRWA,0,San Miguel County,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,crn.com,0,0,0,0,1,0
626,30,1,2020,TI Safe,4,Hackers attack dozens of ONU servers,Government,Public,9,Government Facilities,Government,14,"Dozens of United Nations (UN) servers were compromised in a hacker attack that occurred in mid-2019, but which the body kept secret, including from its own employees, according to a report.",5.0,Servers in the agency's offices in Vienna and Geneva and in the office of the United Nations High Commissioner for Human Rights were affected,cisoadvisor.com.br,0,0,0,0,1,0
625,30,1,2020,CIRWA,0,Mid-Delaware Imaging (MDI),Healthcare and Public Health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,newsbreak.com,0,0,0,0,1,0
624,27,1,2020,CIRWA,0,RailWorks Corportation,Transport sector and,Transport,11,Transportation Systems,Transport,25,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cisomag.com,0,0,0,0,1,0
623,27,1,2020,CIRWA,0,City of Oshkosh,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,wbay.com,0,0,0,0,1,0
622,27,1,2020,CIRWA,0,Gedia Critical Infrastructure Group,Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,forbes.com,0,0,0,1,0,0
621,25,1,2020,CIRWA,0,Brandywine Urology Consultants,Healthcare and Public Health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,healthitsecurity.com,0,0,0,0,1,0
620,24,1,2020,CIRWA,0,Electronic Warfare Associates (EWA),Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,zdnet.com,0,0,0,0,1,0
619,23,1,2020,TI Safe,4,Unicamp sofre ataque de hacker e dados são roubados,Education and Research,Public,9,Education and Research,Education and Research,9,The MPDFT (Public Prosecutor's Office of the Federal District and Territories) reported to Justice 22 members of a gang that stole bank data from customers and used social engineering to convince victims to send a QR Code that allows them to perform trans,3.0,Data leakage,olhardigital.com.br,0,0,0,0,0,1
617,22,1,2020,CIRWA,0,Tillamook County,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,kptv.com,0,0,0,0,1,0
616,21,1,2020,CIRWA,0,City of Potsdam,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,bleepingcomputer.com,0,0,0,1,0,0
615,21,1,2020,CIRWA,0,Bouygues Construction Unit,Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,enr.com,0,0,0,1,0,0
614,18,1,2020,TI Safe,4,"Hackers may have gained ‘almost total control’ of an election server in Georgia, report says",Government,Public,9,Government Facilities,Government,14,An election security report has revealed evidence of a possible hacking on a Georgia server that may have compromised the state’s voting machines in both 2016 and 2018.,5.0,Almost total control of an election server,independent.co.uk,0,0,0,0,1,0
613,15,1,2020,CIRWA,0,Town of Colonie,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,spotlightnews.com,0,0,0,0,1,0
612,15,1,2020,CIRWA,0,New Orleans Ernest N Morial Convention Center,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,ibtimes.sg,0,0,0,0,1,0
611,14,1,2020,TI Safe,4,Russia Hacked Ukrainian Gas Firm in Trump Impeachment: US Cyber Firm,Energy,Energy,4,Energy,Energy,10,"Russia's GRU spy agency launched a ""phishing"" attack in November to access the email of Burisma Holdings employees, California cyber firm Area 1 Security said in a report.",5.0,Spy,securityweek.com,0,0,0,1,0,0
610,9,1,2020,CIRWA,0,New Mexico Public Regulation Commission,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,krwg.org,0,0,0,0,1,0
609,9,1,2020,CIRWA,0,Volusia County Library System,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,govtech.com,0,0,0,0,1,0
608,5,1,2020,TI Safe,4,Austria's foreign ministry says facing 'serious cyber attack',Government,Public,9,Government Facilities,Government,14,"""Due to the gravity and nature of the attack, it cannot be excluded that it is a targeted attack by a state actor,"" it said in a statement with the interior ministry shortly before 11.00 pm (2200 GMT), adding that the attack was ongoing.",4.0,Data leakage,france24.com,0,0,0,1,0,0
607,5,1,2020,CIRWA,0,eHealth Saskatchewan,Healthcare and Public Health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,leaderpost.com,0,0,0,0,1,0
605,3,1,2020,TI Safe,4,U.S. Government Issues Warning About Possible Iranian Cyberattacks,Government,Public,9,Government Facilities,Government,14,"""The Department of Homeland Security stands ready to confront and combat any and all threats facing our homeland,"" Acting Secretary Chad F. Wolf also said today in a statement.",0.0,Data leakage,bleepingcomputer.com,0,0,0,0,1,0
604,3,1,2020,CIRWA,0,Contra Costa County Library,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,mercurynews.com,0,0,0,0,1,0
603,2,1,2020,CIRWA,0,Encloe Medical Center,Healthcare and Public Health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,krcrtv.com,0,0,0,0,1,0
602,1,1,2020,CIRWA,0,Wipro,Information Technology,Technology,10,Information Technology,Technology,24,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cybersecurity-insiders.com,0,1,0,0,0,0
601,1,1,2020,CIRWA,0,SAOG United Insurance Company,Banking and finance,Financial,5,Financial Services,Financial,13,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,securityboulevard.com,0,1,0,0,0,0
600,1,1,2020,CIRWA,0,US natural gas compression facility,Energy,Energy,4,Energy,Energy,10,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,bankinfosecurity.com,0,0,0,0,1,0
599,1,1,2020,CIRWA,0,Communications and Power Industries (CPI),Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cshub.com,0,0,0,0,1,0
597,31,12,2019,CIRWA,0,Travelex,Banking and finance,Financial,5,Financial Services,Financial,13,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,reuters.com,0,0,0,1,0,0
596,30,12,2019,TI Safe,4,US Coast Guard discloses Ryuk ransomware infection at maritime facility,Chemical and Farmaceutic industry,Chemical Industry,2,Maritime,Transport,25,"Once the embedded malicious link in the email was clicked by an employee, the ransomware allowed for a threat actor to access significant enterprise Information Technology (IT) network files, and encrypt them, preventing the facility’s access to critical ",5.0,An infection with the Ryuk ransomware took down a maritime facility for more than 30 hours,blackhatethicalhacking.com,0,0,0,0,1,0
595,27,12,2019,CIRWA,0,US Coast Guard,Healthcare and Public Health,Health and Homecare,6,Emergency Services,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,bleepingcomputer.com,0,0,0,0,1,0
593,25,12,2019,CIRWA,0,Albany International Airport,Transport sector and,Transport,11,Transportation Systems,Transport,25,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,msspalert.com,0,0,0,0,1,0
592,25,12,2019,CIRWA,0,"LogicalNet (MSP) Schenectady, NY",Information Technology,Technology,10,Information Technology,Technology,24,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,msspalert.com,0,0,0,0,1,0
591,24,12,2019,CIRWA,0,Synoptek,Information Technology,Technology,10,Information Technology,Technology,24,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,krebsonsecurity.com,0,0,0,0,1,0
590,24,12,2019,CIRWA,0,City of Dunwoody,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,reporternewspapers.net,0,0,0,0,1,0
589,24,12,2019,CIRWA,0,City of Seal Beach,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,sunnews.org,0,0,0,0,1,0
588,20,12,2019,CIRWA,0,TruckStop.com,Communication and telecommunications,Technology,10,Commercial Facilities,Commercial and public,5,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,freightwaves.com,0,0,0,0,1,0
